index,0,1,2,3,4
activite_Transport,0.027410310005475714,-0.1408834308333498,0.027000751008407906,0.004254149586429942,-0.028783203649360378
actionnaire_entreprise,1.4493112953991858,1.2302578186552475,-0.6899828926846042,-0.6899828926846191,-0.42021160352551024
actionnaire_famille,-0.18338251077794934,-0.04500222675918973,-0.18338251077795037,5.4482376172785445,-0.18338251077795673
actionnaire_pas d'actionnaire,-1.0760211074122539,-0.9811562561461024,0.44528534219793325,-1.0760211074122068,0.47688365144273065
actionnaire_personne physique,-0.34862266336719094,-0.250377316780562,0.42792258972673386,-0.3458572878607096,-0.02844791782131802
forme_jur_simpl_Affaire personnelle,-0.1944345520338796,-0.19785436768652342,-0.047401922007261704,-0.19785436768652415,0.16845073501829688
forme_jur_simpl_Autres,-0.051746087311287964,0.021581400755586233,0.06723642369418342,-0.08349309822437732,-0.006281604465152459
forme_jur_simpl_Coop. Ou union agricole,0.011107334987252034,0.23505343254431418,0.007537666922748612,-0.02945530325337534,-0.017697794901441587
forme_jur_simpl_Forme juridique agricole,0.021598507699845566,-0.014878698373177457,0.00570530226675733,-0.014878698373177488,-0.01487869837317702
forme_jur_simpl_SARL,-0.4976117256975672,-0.7821067919822468,-0.0873205596837654,-0.6420379731976064,0.42970204638924164
forme_jur_simpl_Societe anonyme,0.16050795251867123,0.39818193653943784,0.05788641565890432,0.5882364706222843,-0.19153214470979787
forme_jur_simpl_Soci̩t̩ civile,-0.0040854450202882165,-0.014245137754264284,0.021586677550999068,-0.01424513775426432,-0.009689754764352364
forme_jur_simpl_Soci̩t̩ en nom collectif,0.08397323250494379,0.396735125922088,-0.052128248467381864,-0.09948265718255678,-0.023886323937878803
forme_jur_simpl_Soci̩t̩ par actions simplifi̩e,0.476634787068724,0.48842900407386686,0.05678588967172979,0.3586625983295048,-0.36575710670033557
